代码,名称,综合评分,动量分,技术分,基本面分,量能分,风险分,板块,已持仓
603156,养元饮品,54.7,70.0,39.0,90.0,40.0,20.0,其他,False
002579,中京电子,54.7,48.7,66.0,35.0,70.0,64.0,印制电路板,False
002277,友阿股份,54.7,53.0,58.5,40.0,60.0,72.0,其他,False
603666,亿嘉和,54.7,63.7,66.5,5.0,77.5,72.0,其他,False
600336,澳柯玛,54.7,67.5,70.5,5.0,70.0,64.0,其他,False
000600,建投能源,54.6,57.6,67.5,40.0,65.0,40.0,其他,False
002847,盐津铺子,54.6,37.3,65.5,75.0,32.5,60.0,其他,False
603259,药明康德,54.6,43.0,46.5,85.0,57.5,48.0,其他,False
002876,三利谱,54.6,46.6,56.5,55.0,65.0,60.0,其他,False
600637,东方明珠,54.6,64.6,61.5,10.0,77.5,72.0,其他,False
600026,中远海能,54.6,48.1,51.5,70.0,70.0,40.0,其他,False
001359,平安电工,54.6,80.0,46.5,50.0,55.0,32.0,其他,False
002617,露笑科技,54.6,62.9,60.5,25.0,67.5,64.0,其他,False
002782,可立克,54.6,86.4,56.5,20.0,70.0,32.0,其他,False
603885,吉祥航空,54.5,39.2,61.5,50.0,77.5,60.0,其他,False
002860,星帅尔,54.5,52.5,66.0,20.0,85.0,64.0,其他,False
001313,粤海饲料,54.5,57.1,57.0,65.0,55.0,32.0,其他,False
603286,日盈电子,54.4,47.1,73.5,35.0,55.0,64.0,其他,False
601598,中国外运,54.4,54.7,73.5,20.0,55.0,72.0,其他,False
002491,通鼎互联,54.4,80.9,39.0,70.0,47.5,20.0,其他,False
003025,思进智能,54.4,45.8,67.5,55.0,55.0,48.0,其他,False
603311,金海高科,54.3,93.1,52.5,10.0,77.5,32.0,其他,False
601609,金田股份,54.3,70.0,60.5,35.0,55.0,44.0,有色金属、工业金属,False
000536,华映科技,54.3,52.1,61.5,20.0,85.0,72.0,其他,False
002387,维信诺,54.3,49.4,67.5,20.0,77.5,72.0,其他,False
600834,申通地铁,54.2,39.8,73.0,20.0,85.0,72.0,其他,False
603690,至纯科技,54.2,65.6,66.5,10.0,70.0,64.0,其他,False
001965,招商公路,54.2,47.5,56.5,50.0,55.0,72.0,其他,False
002881,美格智能,54.1,58.5,57.5,20.0,77.5,72.0,其他,False
002432,九安医疗,54.1,63.2,56.5,50.0,65.0,32.0,其他,False
600030,中信证券,54.0,35.2,53.5,70.0,65.0,60.0,其他,False
601137,博威合金,54.0,55.4,66.5,25.0,65.0,64.0,铜、有色金属、工业金属,False
002963,豪尔赛,54.0,61.9,67.5,55.0,40.0,28.0,其他,False
002577,雷柏科技,54.0,55.9,60.5,50.0,40.0,60.0,其他,False
002806,华锋股份,53.9,61.2,66.5,5.0,85.0,64.0,其他,False
002703,浙江世宝,53.9,57.3,54.5,25.0,85.0,64.0,其他,False
603198,迎驾贡酒,53.9,46.3,52.5,70.0,65.0,40.0,其他,False
603289,泰瑞机器,53.9,52.5,69.0,25.0,65.0,64.0,其他,False
000692,惠天热电,53.9,48.2,46.5,95.0,32.5,40.0,其他,False
605288,凯迪股份,53.9,75.0,54.5,25.0,70.0,44.0,其他,False
003007,直真科技,53.9,51.2,67.5,65.0,40.0,32.0,其他,False
601608,中信重工,53.9,37.7,61.0,55.0,55.0,72.0,其他,False
603110,东方材料,53.9,78.3,46.5,70.0,32.5,20.0,其他,False
000727,冠捷科技,53.8,52.5,77.5,20.0,55.0,64.0,其他,False
002049,紫光国微,53.8,54.0,39.0,75.0,55.0,52.0,其他,False
605399,晨光新材,53.8,50.1,61.5,35.0,60.0,72.0,其他,False
603399,永杉锂业,53.8,70.0,46.5,80.0,32.5,20.0,有色金属,False
002962,五方光电,53.8,57.6,67.5,25.0,70.0,52.0,其他,False
600452,涪陵电力,53.8,57.8,55.5,40.0,70.0,52.0,其他,False
000980,众泰汽车,53.7,60.2,73.0,25.0,47.5,56.0,其他,False
600366,宁波韵升,53.7,39.6,56.5,70.0,47.5,60.0,磁性材料、金属新材料,False
603920,世运电路,53.6,57.9,70.5,20.0,65.0,56.0,印制电路板,False
000682,东方电子,53.6,47.8,67.5,40.0,55.0,60.0,其他,False
000519,中兵红箭,53.6,38.4,46.5,65.0,77.5,60.0,其他,False
603486,科沃斯,53.6,37.0,73.5,60.0,32.5,60.0,其他,False
002405,四维图新,53.6,42.8,61.5,45.0,70.0,60.0,其他,False
002838,道恩股份,53.6,69.0,39.5,65.0,37.5,52.0,其他,False
600580,卧龙电驱,53.5,47.9,73.5,10.0,77.5,72.0,其他,False
601066,中信建投,53.5,40.4,46.5,70.0,65.0,60.0,其他,False
600601,方正科技,53.5,54.9,46.5,70.0,65.0,32.0,其他,False
600831,广电网络,53.5,72.3,65.5,5.0,60.0,64.0,其他,False
601000,唐山港,53.5,46.3,52.5,65.0,47.5,60.0,其他,False
600237,铜峰电子,53.4,55.9,61.5,10.0,85.0,72.0,其他,False
600029,南方航空,53.4,31.2,61.0,55.0,77.5,60.0,其他,False
605389,长龄液压,53.4,77.6,46.5,60.0,32.5,32.0,其他,False
003026,中晶科技,53.3,74.8,46.5,65.0,30.0,32.0,其他,False
603681,永冠新材,53.3,67.0,56.5,20.0,55.0,72.0,其他,False
002222,福晶科技,53.3,66.1,46.5,70.0,40.0,32.0,其他,False
002397,梦洁股份,53.3,69.5,46.5,60.0,40.0,40.0,其他,False
002766,索菱股份,53.3,62.6,54.5,10.0,85.0,72.0,其他,False
600784,鲁银投资,53.2,51.5,73.5,10.0,67.5,72.0,其他,False
600012,皖通高速,53.2,48.0,58.5,35.0,65.0,72.0,其他,False
002612,朗姿股份,53.2,35.6,61.5,55.0,65.0,60.0,其他,False
603677,奇精机械,53.2,62.8,66.5,5.0,75.0,64.0,其他,False
002472,双环传动,53.2,56.1,60.5,25.0,60.0,72.0,其他,False
002861,瀛通通讯,53.1,56.7,57.5,30.0,65.0,64.0,其他,False
600605,汇通能源,53.1,52.0,46.5,75.0,37.5,52.0,其他,False
002851,麦格米特,53.0,67.4,46.5,35.0,70.0,52.0,其他,False
605056,咸亨国际,53.0,42.3,52.5,50.0,85.0,52.0,其他,False
002036,联创电子,53.0,69.2,54.5,5.0,85.0,64.0,其他,False
603618,杭电股份,53.0,78.3,51.0,55.0,40.0,20.0,其他,False
002150,正泰电源,53.0,67.1,54.5,25.0,70.0,52.0,其他,False
000338,潍柴动力,52.9,69.3,46.5,50.0,40.0,52.0,其他,False
003022,联泓新科,52.9,60.5,46.5,70.0,47.5,32.0,其他,False
600530,交大昂立,52.9,72.4,55.5,25.0,77.5,32.0,其他,False
600143,金发科技,52.9,37.9,73.5,35.0,65.0,60.0,其他,False
603039,泛微网络,52.9,42.0,58.5,65.0,47.5,52.0,其他,False
002805,丰元股份,52.8,65.7,46.5,80.0,32.5,20.0,其他,False
603638,艾迪精密,52.8,48.9,51.0,70.0,40.0,52.0,其他,False
601882,海天精工,52.7,59.8,67.5,30.0,47.5,52.0,其他,False
600667,太极实业,52.7,75.0,60.5,20.0,55.0,44.0,其他,False
000733,振华科技,52.6,48.6,65.5,10.0,85.0,72.0,其他,False
000672,上峰水泥,52.6,79.1,57.5,10.0,55.0,56.0,其他,False
001308,康冠科技,52.6,45.4,60.5,25.0,77.5,72.0,其他,False
002829,星网宇达,52.5,66.8,54.5,10.0,77.5,64.0,其他,False
002409,雅克科技,52.5,83.8,56.5,10.0,60.0,44.0,其他,False
603324,盛剑科技,52.5,66.8,67.5,5.0,85.0,40.0,其他,False
003013,地铁设计,52.5,48.4,73.5,35.0,40.0,60.0,其他,False
002902,铭普光磁,52.5,69.9,46.5,65.0,32.5,32.0,其他,False
002821,凯莱英,52.5,61.5,52.5,35.0,65.0,52.0,其他,False
603221,爱丽家居,52.4,56.8,73.5,5.0,57.5,72.0,其他,False
600886,国投电力,52.4,42.3,73.0,30.0,47.5,72.0,其他,False
002056,横店东磁,52.4,46.9,65.5,20.0,70.0,72.0,磁性材料、金属新材料,False
603767,中马传动,52.4,59.4,63.5,35.0,67.5,32.0,其他,False
002449,国星光电,52.4,58.6,58.5,5.0,85.0,72.0,其他,False
000045,深纺织Ａ,52.4,37.6,55.5,45.0,70.0,72.0,其他,False
002901,大博医疗,52.3,29.8,61.5,70.0,57.5,48.0,其他,False
603090,宏盛股份,52.3,47.6,73.5,35.0,70.0,32.0,其他,False
001336,楚环科技,52.3,50.6,46.5,70.0,32.5,60.0,其他,False
003043,华亚智能,52.3,63.0,67.5,10.0,70.0,52.0,其他,False
603458,勘设股份,52.3,65.5,51.5,30.0,65.0,52.0,其他,False
002983,芯瑞达,52.3,50.8,70.5,10.0,67.5,72.0,其他,False
603958,哈森股份,52.2,46.3,52.5,55.0,70.0,44.0,其他,False
601995,中金公司,52.2,39.1,46.5,70.0,47.5,68.0,其他,False
603159,上海亚虹,52.2,59.5,66.5,5.0,77.5,60.0,其他,False
001331,胜通能源,52.2,74.6,41.5,15.0,77.5,64.0,其他,False
001226,拓山重工,52.2,46.6,67.5,55.0,42.5,40.0,其他,False
600683,京投发展,52.2,76.4,46.5,60.0,37.5,20.0,其他,False
600110,诺德股份,52.2,53.2,56.5,65.0,57.5,20.0,铜、工业金属,False
002837,英维克,52.2,43.0,77.5,35.0,57.5,44.0,其他,False
000066,中国长城,52.2,75.7,46.5,55.0,47.5,20.0,其他,False
605180,华生科技,52.2,42.8,52.5,40.0,85.0,60.0,其他,False
001314,亿道信息,52.1,64.3,46.5,65.0,32.5,40.0,其他,False
603993,洛阳钼业,52.1,34.9,44.5,85.0,65.0,40.0,有色金属,False
000567,海德股份,52.1,48.0,46.5,95.0,30.0,28.0,其他,False
000012,南 玻Ａ,52.1,53.1,69.0,5.0,85.0,60.0,其他,False
603738,泰晶科技,52.1,71.1,46.5,65.0,40.0,20.0,元件、被动元件,False
600984,建设机械,52.1,62.1,60.5,20.0,55.0,64.0,其他,False
000411,英特集团,52.0,50.2,53.5,20.0,85.0,72.0,其他,False
002625,光启技术,52.0,33.9,44.5,65.0,77.5,60.0,其他,False
002925,盈趣科技,52.0,42.3,55.5,40.0,65.0,72.0,其他,False
603712,七一二,52.0,42.3,61.5,30.0,77.5,64.0,其他,False
600221,海航控股,52.0,36.9,46.5,80.0,55.0,48.0,其他,False
000887,中鼎股份,52.0,57.0,54.5,10.0,85.0,72.0,其他,False
603297,永新光学,52.0,62.4,60.5,35.0,55.0,40.0,其他,False
600236,桂冠电力,52.0,53.1,46.5,75.0,47.5,32.0,其他,False
003028,振邦智能,51.9,41.2,65.5,20.0,77.5,72.0,其他,False
603859,能科科技,51.9,53.1,66.5,15.0,67.5,64.0,其他,False
600576,祥源文旅,51.9,39.5,61.5,35.0,65.0,72.0,其他,False
002192,融捷股份,51.9,51.3,45.5,95.0,32.5,20.0,其他,False
600018,上港集团,51.9,42.2,55.5,40.0,55.0,80.0,其他,False
000837,秦川机床,51.8,54.4,60.5,20.0,60.0,72.0,其他,False
001256,炜冈科技,51.8,48.5,51.0,60.0,40.0,60.0,其他,False
601689,拓普集团,51.8,56.8,60.5,25.0,55.0,64.0,新能源汽车,False
002671,龙泉股份,51.7,29.4,61.0,60.0,57.5,60.0,其他,False
600906,财达证券,51.7,36.3,46.5,70.0,57.5,60.0,其他,False
603726,朗迪集团,51.7,62.6,60.5,25.0,42.5,64.0,其他,False
600626,申达股份,51.7,45.3,61.5,35.0,60.0,64.0,其他,False
603978,深圳新星,51.6,68.2,48.5,60.0,32.5,32.0,其他,False
601727,上海电气,51.6,46.4,67.5,50.0,32.5,52.0,其他,False
002642,荣联科技,51.6,51.2,67.5,35.0,47.5,52.0,其他,False
600500,中化国际,51.6,65.1,67.5,35.0,40.0,32.0,其他,False
600835,上海机电,51.6,48.4,73.5,20.0,65.0,52.0,其他,False
603010,万盛股份,51.5,63.5,56.5,30.0,65.0,40.0,其他,False
002348,高乐股份,51.5,74.6,51.0,50.0,42.5,20.0,其他,False
002189,中光学,51.5,53.4,56.5,35.0,65.0,52.0,其他,False
600977,中国电影,51.5,36.6,63.5,40.0,55.0,72.0,其他,False
600589,大位科技,51.5,62.6,55.5,30.0,65.0,44.0,其他,False
002068,黑猫股份,51.4,61.5,67.5,5.0,60.0,64.0,其他,False
603933,睿能科技,51.4,51.2,46.5,70.0,32.5,52.0,其他,False
000407,胜利股份,51.4,43.7,61.5,35.0,65.0,60.0,其他,False
600961,株冶集团,51.4,41.9,46.5,95.0,32.5,32.0,有色金属、工业金属,False
001319,铭科精技,51.3,33.4,65.5,35.0,77.5,60.0,其他,False
000697,炼石航空,51.3,61.6,46.5,65.0,40.0,32.0,其他,False
600222,太龙药业,51.3,55.0,60.5,25.0,55.0,64.0,其他,False
603353,和顺石油,51.3,83.9,51.0,20.0,57.5,32.0,其他,False
600962,国投中鲁,51.3,72.1,60.5,5.0,65.0,52.0,其他,False
600673,东阳光,51.3,65.0,64.5,30.0,65.0,20.0,有色金属、工业金属、氟化工,False
601198,东兴证券,51.3,44.5,73.5,10.0,65.0,72.0,其他,False
603271,永杰新材,51.2,42.8,52.5,60.0,65.0,40.0,其他,False
600996,贵广网络,51.2,57.8,65.5,5.0,70.0,64.0,其他,False
603819,神力股份,51.2,46.5,56.5,50.0,65.0,40.0,其他,False
603338,浙江鼎力,51.2,45.0,52.5,50.0,55.0,60.0,其他,False
002965,祥鑫科技,51.2,60.5,60.5,25.0,55.0,52.0,其他,False
600433,冠豪高新,51.2,61.6,56.5,55.0,47.5,20.0,其他,False
600798,宁波海运,51.1,36.9,55.5,65.0,40.0,60.0,其他,False
601588,北辰实业,51.1,49.8,46.5,55.0,70.0,40.0,其他,False
002232,启明信息,51.1,34.2,46.5,65.0,65.0,60.0,其他,False
002831,裕同科技,51.1,57.8,51.0,40.0,77.5,32.0,其他,False
000848,承德露露,51.1,41.3,46.5,70.0,32.5,68.0,其他,False
603268,松发股份,51.1,44.2,46.5,90.0,37.5,28.0,其他,False
600015,华夏银行,51.1,37.2,61.5,55.0,47.5,56.0,其他,False
603960,克来机电,51.1,46.6,69.0,10.0,77.5,64.0,其他,False
002664,信质集团,51.0,43.6,48.5,55.0,65.0,52.0,其他,False
600635,大众公用,51.0,39.5,61.5,35.0,70.0,60.0,其他,False
603567,珍宝岛,51.0,60.1,54.5,10.0,70.0,72.0,其他,False
002178,延华智能,51.0,49.8,61.5,5.0,85.0,72.0,其他,False
600593,大连圣亚,51.0,36.3,55.5,70.0,32.5,60.0,其他,False
002406,远东传动,51.0,40.9,58.5,60.0,32.5,60.0,其他,False
603317,天味食品,50.9,52.5,43.5,90.0,25.0,28.0,其他,False
002121,科陆电子,50.9,37.8,61.5,25.0,85.0,64.0,其他,False
002578,闽发铝业,50.9,43.0,40.5,60.0,65.0,60.0,有色金属、工业金属,False
600869,远东股份,50.9,72.5,46.5,50.0,37.5,32.0,其他,False
600546,山煤国际,50.8,52.5,46.5,70.0,37.5,40.0,其他,False
002313,日海智能,50.8,52.0,46.5,70.0,25.0,52.0,其他,False
002787,华源控股,50.8,81.9,44.0,35.0,47.5,32.0,其他,False
603409,汇通控股,50.8,46.2,52.5,65.0,37.5,48.0,其他,False
002205,国统股份,50.7,45.2,55.5,35.0,55.0,72.0,其他,False
600933,爱柯迪,50.7,43.0,65.5,30.0,47.5,72.0,其他,False
002587,奥拓电子,50.7,43.8,46.5,70.0,32.5,60.0,其他,False
601901,方正证券,50.7,38.1,44.5,55.0,65.0,68.0,其他,False
002536,飞龙股份,50.7,78.1,60.5,10.0,47.5,44.0,其他,False
603119,浙江荣泰,50.7,47.9,56.5,65.0,55.0,20.0,其他,False
000582,北部湾港,50.7,62.2,51.0,45.0,47.5,40.0,其他,False
002063,远光软件,50.7,36.8,39.0,75.0,55.0,60.0,其他,False
603999,读者传媒,50.7,43.0,55.5,40.0,77.5,48.0,其他,False
001215,千味央厨,50.6,50.4,46.5,65.0,70.0,20.0,其他,False
002208,合肥城建,50.6,62.4,67.5,35.0,50.0,20.0,其他,False
003033,征和工业,50.6,32.8,61.5,40.0,60.0,72.0,其他,False
603697,有友食品,50.5,29.0,67.5,70.0,40.0,40.0,其他,False
600726,华电能源,50.5,79.1,46.5,55.0,25.0,20.0,其他,False
002346,柘中股份,50.5,45.0,55.5,60.0,47.5,40.0,其他,False
601111,中国国航,50.5,35.5,44.5,55.0,77.5,60.0,其他,False
600293,三峡新材,50.5,43.7,65.5,5.0,85.0,72.0,其他,False
600416,湘电股份,50.5,44.7,57.0,20.0,85.0,64.0,其他,False
002396,星网锐捷,50.5,57.4,60.5,30.0,47.5,52.0,其他,False
002128,电投能源,50.5,40.7,40.5,75.0,55.0,48.0,其他,False
600021,上海电力,50.5,47.6,65.5,10.0,77.5,64.0,其他,False
603719,良品铺子,50.5,38.8,58.5,60.0,32.5,60.0,其他,False
002935,天奥电子,50.4,42.7,56.5,50.0,57.5,48.0,其他,False
601615,明阳智能,50.4,39.1,61.5,25.0,77.5,64.0,其他,False
603501,豪威集团,50.4,57.5,54.5,10.0,70.0,72.0,其他,False
000883,湖北能源,50.3,45.0,51.0,55.0,55.0,48.0,其他,False
603391,力聚热能,50.3,63.6,54.5,10.0,65.0,64.0,其他,False
605218,伟时电子,50.2,48.7,67.5,25.0,70.0,40.0,其他,False
600197,伊力特,50.2,42.1,61.5,15.0,77.5,72.0,其他,False
000856,冀东装备,50.2,47.0,61.0,5.0,85.0,72.0,其他,False
601678,滨化股份,50.2,44.9,63.5,50.0,45.0,40.0,氟化工,False
002825,纳尔股份,50.2,49.2,61.5,25.0,55.0,64.0,其他,False
600368,五洲交通,50.1,42.3,73.0,20.0,57.5,60.0,其他,False
600883,博闻科技,50.1,45.8,46.5,60.0,40.0,60.0,其他,False
002466,天齐锂业,50.1,43.1,53.5,80.0,32.5,28.0,有色金属、新能源汽车,False
002976,瑞玛精密,50.1,73.2,60.5,5.0,47.5,56.0,其他,False
002106,莱宝高科,50.0,52.6,54.5,5.0,85.0,72.0,其他,False
002137,实益达,50.0,42.7,48.5,30.0,77.5,72.0,其他,False
000573,粤宏远Ａ,50.0,38.2,56.5,65.0,47.5,40.0,其他,False
002236,大华股份,50.0,35.7,56.5,55.0,47.5,60.0,其他,False
603383,顶点软件,49.9,32.5,58.5,65.0,32.5,60.0,其他,False
600160,巨化股份,49.9,39.8,40.5,70.0,55.0,52.0,氟化工,False
002326,永太科技,49.9,33.5,52.5,70.0,70.0,28.0,其他,False
002871,伟隆股份,49.9,51.5,60.5,30.0,55.0,52.0,其他,False
603906,龙蟠科技,49.9,48.1,49.5,80.0,37.5,20.0,其他,False
603160,汇顶科技,49.8,35.2,73.0,15.0,77.5,60.0,元件、被动元件,False
600330,天通股份,49.8,76.9,46.5,30.0,65.0,20.0,磁性材料、金属新材料,False
600255,鑫科材料,49.8,35.0,52.5,55.0,55.0,60.0,铜、有色金属、工业金属,False
600497,驰宏锌锗,49.8,48.0,46.5,65.0,55.0,32.0,有色金属,False
600333,长春燃气,49.8,41.0,67.5,50.0,32.5,48.0,其他,False
603150,万朗磁塑,49.8,58.1,46.5,35.0,70.0,44.0,其他,False
603194,中力股份,49.7,45.7,56.5,30.0,65.0,60.0,其他,False
000032,深桑达Ａ,49.7,44.3,67.5,20.0,70.0,52.0,其他,False
000543,皖能电力,49.7,51.8,55.5,20.0,70.0,60.0,其他,False
603132,金徽股份,49.7,26.1,53.5,95.0,40.0,28.0,其他,False
000548,湖南投资,49.7,40.7,57.0,15.0,85.0,72.0,其他,False
600919,江苏银行,49.7,43.5,46.5,40.0,65.0,68.0,其他,False
000933,神火股份,49.7,36.8,40.5,80.0,47.5,48.0,有色金属、工业金属,False
002653,海思科,49.7,29.0,50.5,100.0,32.5,28.0,其他,False
601156,东航物流,49.7,37.3,61.5,40.0,55.0,60.0,其他,False
000783,长江证券,49.6,49.9,46.5,70.0,32.5,40.0,其他,False
000938,紫光股份,49.6,46.3,46.5,80.0,32.5,32.0,其他,False
603466,风语筑,49.6,47.8,73.5,10.0,65.0,52.0,其他,False
002951,金时科技,49.6,47.0,73.0,10.0,55.0,64.0,其他,False
002475,立讯精密,49.6,61.9,46.5,55.0,40.0,32.0,其他,False
603380,易德龙,49.6,58.1,63.5,10.0,77.5,40.0,其他,False
002892,科力尔,49.6,40.4,61.5,20.0,67.5,72.0,其他,False
002171,楚江新材,49.5,35.6,56.5,50.0,60.0,52.0,其他,False
603329,上海雅仕,49.5,42.7,46.5,65.0,32.5,60.0,其他,False
000408,藏格矿业,49.5,29.5,53.5,90.0,40.0,28.0,其他,False
603212,赛伍技术,49.5,42.8,63.0,35.0,47.5,60.0,其他,False
603108,润达医疗,49.5,41.7,63.5,35.0,70.0,40.0,其他,False
603019,中科曙光,49.4,42.9,46.5,65.0,40.0,52.0,其他,False
603667,五洲新春,49.4,60.5,66.5,5.0,55.0,56.0,其他,False
001211,双枪科技,49.3,72.4,60.5,35.0,32.5,20.0,其他,False
603757,大元泵业,49.3,67.8,67.5,10.0,55.0,32.0,其他,False
603703,盛洋科技,49.3,40.0,56.5,35.0,65.0,60.0,其他,False
603369,今世缘,49.3,40.9,55.5,35.0,65.0,60.0,白酒,False
000960,锡业股份,49.2,45.4,46.5,65.0,55.0,32.0,有色金属、工业金属,False
603776,永安行,49.2,47.0,51.5,65.0,32.5,40.0,其他,False
002107,沃华医药,49.2,23.4,53.5,95.0,32.5,36.0,其他,False
600323,瀚蓝环境,49.2,41.7,46.5,70.0,37.5,48.0,其他,False
002655,共达电声,49.2,82.0,56.5,10.0,47.5,32.0,其他,False
600115,中国东航,49.1,33.6,44.5,55.0,77.5,52.0,其他,False
001365,天海电子,49.1,50.0,50.0,45.0,50.0,50.0,其他,False
603100,XD川仪股,49.1,32.4,55.5,60.0,40.0,60.0,其他,False
002011,盾安环境,49.1,44.5,55.5,20.0,67.5,72.0,其他,False
603195,公牛集团,49.1,40.7,47.0,65.0,32.5,60.0,其他,False
603390,通达电气,49.1,50.8,51.0,60.0,32.5,40.0,其他,False
600958,东方证券,49.1,39.8,55.5,40.0,57.5,60.0,其他,False
603360,百傲化学,49.0,52.8,61.5,10.0,70.0,56.0,其他,False
002534,西子洁能,49.0,47.1,61.5,10.0,65.0,72.0,其他,False
605080,浙江自然,49.0,44.6,56.5,25.0,77.5,52.0,其他,False
603181,皇马科技,49.0,36.8,61.5,45.0,55.0,48.0,其他,False
002896,中大力德,49.0,47.3,58.5,25.0,55.0,64.0,其他,False
002887,绿茵生态,49.0,52.2,51.0,65.0,42.5,20.0,其他,False
600496,精工钢构,49.0,43.2,46.5,65.0,40.0,48.0,其他,False
603310,巍华新材,49.0,39.5,67.5,35.0,40.0,60.0,其他,False
600971,恒源煤电,48.9,37.0,53.5,70.0,42.5,36.0,其他,False
002494,华斯股份,48.9,40.2,46.5,70.0,37.5,48.0,其他,False
003001,中岩大地,48.9,70.3,63.5,10.0,55.0,32.0,其他,False
603038,华立股份,48.9,37.2,35.0,70.0,55.0,60.0,其他,False
000612,焦作万方,48.9,34.0,44.5,75.0,55.0,40.0,其他,False
603006,联明股份,48.9,35.6,51.0,70.0,37.5,48.0,其他,False
601101,昊华能源,48.9,70.7,46.5,45.0,32.5,32.0,其他,False
601665,齐鲁银行,48.9,40.8,46.5,50.0,47.5,68.0,其他,False
000027,深圳能源,48.8,49.2,67.5,25.0,47.5,48.0,其他,False
002737,葵花药业,48.8,39.6,50.5,70.0,30.0,48.0,其他,False
603379,三美股份,48.8,35.3,40.5,75.0,60.0,40.0,其他,False
002111,威海广泰,48.8,42.4,46.5,70.0,32.5,48.0,其他,False
002875,安奈儿,48.8,46.5,46.5,70.0,32.5,40.0,其他,False
002520,日发精机,48.8,45.0,55.5,60.0,32.5,40.0,其他,False
603915,国茂股份,48.7,49.1,55.5,50.0,40.0,40.0,其他,False
002353,杰瑞股份,48.7,61.7,46.5,60.0,37.5,20.0,其他,False
603266,天龙股份,48.7,37.2,63.5,40.0,42.5,60.0,其他,False
000629,钒钛股份,48.7,40.8,52.5,55.0,55.0,40.0,其他,False
603330,天洋新材,48.7,39.8,40.5,40.0,85.0,60.0,其他,False
601022,宁波远洋,48.7,37.6,61.5,25.0,70.0,60.0,其他,False
603530,神马电力,48.7,40.0,46.5,90.0,25.0,28.0,其他,False
603308,应流股份,48.7,41.5,46.5,70.0,55.0,28.0,其他,False
600768,宁波富邦,48.7,30.7,46.5,85.0,40.0,40.0,有色金属、工业金属,False
000755,山西高速,48.6,34.1,55.5,60.0,32.5,60.0,其他,False
002843,泰嘉股份,48.6,56.8,46.5,60.0,47.5,20.0,其他,False
002681,奋达科技,48.6,49.9,58.5,5.0,70.0,72.0,其他,False
600816,建元信托,48.5,62.0,55.5,20.0,47.5,52.0,其他,False
002125,湘潭电化,48.5,38.3,52.5,65.0,42.5,40.0,其他,False
000428,华天酒店,48.5,34.0,40.5,65.0,55.0,60.0,其他,False
000767,晋控电力,48.5,61.4,67.5,20.0,45.0,32.0,其他,False
603699,纽威股份,48.5,38.9,46.5,75.0,37.5,40.0,其他,False
002850,科达利,48.5,37.6,54.5,65.0,40.0,40.0,其他,False
603713,密尔克卫,48.4,34.8,44.5,40.0,85.0,60.0,其他,False
600157,永泰能源,48.4,46.1,46.5,35.0,65.0,60.0,其他,False
002709,天赐材料,48.4,44.8,42.5,85.0,37.5,20.0,氟化工,False
002654,万润科技,48.4,53.0,67.5,35.0,37.5,32.0,其他,False
001379,腾达科技,48.4,34.2,44.5,45.0,77.5,60.0,其他,False
601919,中远海控,48.4,44.0,61.5,5.0,65.0,80.0,其他,False
002465,海格通信,48.4,45.7,56.5,25.0,70.0,52.0,其他,False
002166,莱茵生物,48.3,40.8,46.5,60.0,47.5,48.0,其他,False
601061,中信金属,48.3,32.2,46.5,80.0,32.5,48.0,其他,False
000778,新兴铸管,48.3,32.2,44.5,55.0,77.5,48.0,其他,False
002154,报 喜 鸟,48.3,55.4,46.5,55.0,25.0,48.0,其他,False
603093,南华期货,48.2,50.9,46.5,70.0,40.0,20.0,其他,False
001223,欧克科技,48.2,50.7,67.5,35.0,40.0,32.0,其他,False
601929,吉视传媒,48.2,37.3,55.5,35.0,85.0,40.0,其他,False
002132,恒星科技,48.2,65.9,46.5,55.0,32.5,20.0,其他,False
600285,羚锐制药,48.2,34.6,43.5,75.0,32.5,56.0,其他,False
